Row Number,Region Alias,Latitude,Longitude
700,Wilmington,12.4218541,124.800874
701,Kabinda,40.7143433,-8.0108755
702,Gallup,53.1042303,15.0760167
703,Castlebar,51.524571,32.5004914
704,Makurdi,14.5352162,-90.8862218
705,Shiyan,39.928353,116.416357
706,Wavoi Falls,-19.8182619,-43.1580426
707,,28.46763,119.922796
708,Union City,50.2440056,20.7239305
709,Tauranga,38.58,-121.49
710,Spanish Town,44.0519136,42.8429639
711,Fairmont,16.2864333,95.4018087
712,Groningen,21.3872385,-158.0060986
713,Taharoa,-32.7021934,-57.6382382
714,Barcelos,32.018685,120.835617
715,Tola,40.5072039,20.9253299
716,Comilla,32.3907895,119.4331388
717,Monte Caseros,-6.9250071,112.5036493
718,Roseburg,26.168922,118.188043
719,Gorna Oryahovitsa,51.6705464,16.980572
720,Kashgar,40.797661,120.7511781
721,Memmingen,35.86139,14.38222
722,Omora,-26.892953,28.0976369
723,Dinder,-0.2389045,-79.1774268
724,Ivanovo,24.77848,110.496593
725,Legazpi City,-7.0511949,111.2517127
726,,43.4914335,5.3707209
727,,-7.7764226,113.2037131
728,Fort Worth,49.8947754,18.5547609
729,São Carlos,43.701416,7.310776
730,Khon Kaen,34.26645,108.960747
731,Soddu,43.65289,122.243444
732,Buka Island,30.914922,118.334359
733,Bali,45.7716857,94.9302073
734,Fort Scott,59.186002,17.4530287
735,,35.9268502,140.5782788
736,Da Lat,14.3407483,121.0650042
737,Oranjestad,-35.6767854,174.3471899
738,Charleville,20.3719163,-76.6297189
739,,31.2889778,121.3464267
740,Broken Hill,29.484185,105.594779
741,Maewo Island,-22.121114,-51.3930254
742,Xining,38.25555,90.31196
743,Bumi,25.606486,100.267638
744,,53.8533151,-8.9949917
745,Military Camp Number 2-D,11.8334154,108.8551484
746,Gandajika,5.4600818,-73.98004
747,Banjul,21.3394161,95.0702794
748,Rolpa,47.7498348,27.9466224
749,Mangole Island,0.9996757,97.527432
750,Plentywood,49.7287057,20.1353402
751,Subang,13.7946714,5.2527741
752,Guantanamo Bay Naval Station,56.4441479,52.2293876
753,Aberdeen,61.1521338,28.0739477
754,Bousso,3.1121428,101.6935065
755,Newcastle,-15.3612378,-70.3628516
756,Matsuyama,59.615642,30.1696437
757,Fort Simpson,39.638035,113.737801
758,Foula,-6.4668348,108.2347863
759,Bullocks Harbour,49.6321945,16.7112603
760,Alexandria,-24.068741,-46.6512239
761,Philip,55.9562612,92.5796162
762,Montréal,10.334638,-75.412672
763,Maningrida,53.0852774,82.3454181
764,Fayetteville,50.5699572,17.1493818
765,Claris,35.9227705,139.7492367
766,,-11.268661,-37.43854
767,Merrill,-27.0052075,-51.154395
768,Qala-I-Naw,50.3483062,20.6741631
769,Semporna,43.661922,128.500964
770,Gore Bay,-7.229378,112.774454
771,Kotlik,-26.7416528,-52.5852334
772,Harrison,40.7813001,19.8440006
773,Franklin,14.3291647,120.9756165
774,Havana,-23.9145043,-46.8486857
775,Lemoore,29.295,47.93306
776,Windsor,39.812073,116.528023
777,,49.1698106,6.1200844
778,Toronto,57.6817979,11.9836846
779,Sherman/Denison,7.5005691,9.6063006
780,Huatulco,40.3999248,49.9789212
781,Poptún,29.325601,107.760025
782,Gurue,29.5945152,70.6008375
783,,50.2588049,127.51838
784,Summit,31.44803,73.71257
785,Guaymas,-22.363303,-46.9343777
786,Shenzhen,53.3121,26.538
787,Atmautluak,42.3145494,23.2989944
788,Yangon,43.981544,87.504934
789,,4.9497479,-75.958017
790,Ubrub-Papua Island,37.3422186,127.9201621
791,Mandabe,59.2980063,18.0669126
792,Nanga Pinoh-Borneo Island,7.9122744,98.3459726
793,Tahuna-Sangihe Island,-7.377892,109.2504436
794,Sahabat,47.9956173,0.1924459
795,Bogota,38.8082362,-9.4468279
796,Atka,-13.6635336,48.4537424
797,Novy Urengoy,13.4470634,-88.556531
798,Nizhnekamsk,-22.8340652,-42.0205561
799,,29.29389,90.98708
800,Al Ain,43.69694,44.93444
801,Wink,-14.35266,-70.094963
802,Zaysan,-14.1387292,-71.4091563
803,Ticantiqui,14.3355782,-87.6457807
804,Black Tickle,23.788392,114.74638
805,Candle,35.0435187,25.0928704
806,North Ronaldsay,44.1440673,17.398111
807,Ravenna,48.9763601,17.4746428
808,Passo Fundo,58.5372113,15.0131752
809,Alava,-8.1878613,112.6407229
810,Anderson,33.8521783,-7.0390904
811,Buritirama,51.4758022,6.7112395
812,Atlanta,62.5898079,50.8599404
813,Rimini,20.3719163,-76.6297189
814,Tiruchirappally,-6.8950276,109.6857641
815,Kongolo,-8.3864643,123.2293021
816,Cascade,33.492776,-112.0837471
817,Colorado Springs,-6.9557,113.4028
818,Tucumcari,32.832584,-96.797592
819,Varkaus / Joroinen,23.2393346,90.1869644
820,Death Valley National Park,-12.077493,-77.0934017
821,Lawrenceville,52.5175,25.8429
822,Eau Claire,22.498753,113.53129
823,,-6.9210752,109.1746261
824,Blakely Island,35.76588,101.87139
825,Brighton,52.2960003,35.4190083
826,Kalabo,14.5640576,121.1325639
827,,-22.2169379,-49.9456615
828,Kosti,-22.4803601,-46.633882
829,Puerto Berrio,45.9559485,14.3016556
830,Banning,-6.9,113.1565
831,Erigavo,49.2272998,2.8814002
832,Inyati,-0.7069135,31.5370003
833,Salina Cruz,39.7024946,-8.7377503
834,Turku,50.4056168,16.2909777
835,Masi Manimba,39.974179,116.293727
836,Sebring,14.1305459,120.838467
837,Saint Martin,-14.226324,-46.4393054
838,North Bay,9.3554435,104.9856176
839,Iaşi,17.152756,-25.027117
840,Otjiwarongo,15.6835,-91.81952
841,Erzurum,3.1121428,101.6935065
842,Hargeisa,47.7489727,7.3507066
843,Mykonos Island,44.3553292,131.5243532
844,Honiara,-7.40638,108.6591293
845,Svetlaya,6.8080933,125.1934512
846,Kirkuk,42.1450502,24.7558475
847,,18.5286072,120.791828
848,Chilko Lake,40.9951643,-7.4476838
849,Falalop Island,49.9451487,29.4560736
850,Kilwa,39.109563,117.223371
851,Pukapuka Atoll,25.60162,103.817356
852,,32.38632,35.48084
853,Wairoa,42.9979838,-76.1377935
854,,29.060527,87.762163
855,Monroe,-12.6117479,-76.6701475
856,Costa Rica,-3.266667,31.533333
857,Chubut,9.1248242,37.0588169
858,Polacca,7.5060948,9.3506604
859,Debepare,21.356694,110.525677
860,Iqaluit,14.563755,-89.352441
861,São Tomé,19.4198119,-99.0225628
862,Presidencia Roque Sáenz Peña,-14.5205297,-75.2019585
863,Wiarton,-6.9965,112.8193
864,Mayo,41.3119638,-8.151597
865,São Joaquim Da Barra,15.6432256,120.8898149
866,Masvingo,55.830186,37.4457899
867,Santa Rosa de Copán,6.408891,-72.4454499
868,,18.6813049,-99.1013498
869,Panama City Beach,57.8567021,45.7774009
870,Yaviza,12.9707642,101.2163774
871,Remedios,37.075814,120.468847
872,Labé,7.357338,149.200361
873,Brindisi,-27.7145846,-48.5606259
874,Grenfell,44.596097,129.591591
875,Luzhou,41.805137,123.4699481
876,Bloodvein River,56.0462575,12.730766
877,,-8.3031696,112.1132142
878,,14.5030429,121.0524334
879,Bristol,49.6892539,18.3276256
880,Gobernador Gregores,-6.9028171,106.3483779
881,Temuco,-14.3816618,34.3254842
882,Deming,40.479174,22.4845811
883,Xinyuan County,47.3211543,33.3032699
884,Charleville-Mézières,14.2552463,-89.8497574
885,Melbourne,2.6131897,-75.3915037
886,Svetlaya,35.338192,104.198771
887,Elliot Lake,60.0114861,15.7899671
888,Santiago de Méndez,39.6589565,-8.8073178
889,Haverfordwest,41.4273946,75.9840587
890,Tofino,29.0180288,-110.9119181
891,Conakry,4.9237913,-52.3205637
892,Barre/Montpelier,52.6472404,5.0570439
893,Mouyondzi,50.8548419,39.0632827
894,Paamiut,46.1659122,14.5719694
895,East Sound,-8.3162857,124.3654402
896,Monkey Bay,28.39571,107.752611
897,Squamish,53.7667424,91.3992147
898,Uherské Hradiště,15.6915862,44.207608
899,Kantchari,36.854929,114.503339
900,Diamantino,49.9958286,88.6754902
901,Jequié,-8.7817434,117.1147095
902,Magadan,25.8263535,-97.5294628
903,Ikela,-7.6044275,109.5766953
904,Eilat,11.0736954,-68.9539593
905,Stillwater,23.681774,113.056042
906,Jurado,23.15998,113.327132
907,Swansea,-13.0356794,33.4719832
908,Taiyuan,12.4957874,-6.797592
909,Monticello,29.474413,110.166477
910,Mount Pocono,57.7428698,12.9414861
911,Dickinson,50.2620534,22.4210807
912,Khan Yunis,34.2623634,108.8944226
913,,10.6934511,122.4801854
914,Cametá,28.9734441,34.6534332
915,Penrhyn Island,9.9648655,-71.1329685
916,Telêmaco Borba,54.789029,39.833505
917,Apatzingán,45.783131,3.0742866
918,Gandajika,24.2086649,23.3347215
919,San Cristobal de las Casas,50.1343159,20.9297741
920,Beaumont/Port Arthur,18.9120012,-70.7490939
921,Orlando,21.270702,110.359368
922,,43.0641899,141.4864943
923,Vipingo Estate,52.2681666,20.4632209
924,Gorge Harbour,35.07437,36.08677
925,Eureka,8.6725571,3.394332
926,Emporia,59.8581364,17.6545551
927,L'Aquila,13.4760985,144.751572
928,Santa Cruz da Graciosa,-8.557437,114.0369075
929,Kikinonda,64.5281061,34.7710761
930,Swift Current,49.5658236,18.814406
931,Skiathos,-9.9925241,124.5694514
932,Granite Mountain,26.2413688,105.9386306
933,Passos,58.2768797,47.5136153
934,Phoenix,50.0919002,21.3924958
935,Guadalupe,37.8234119,140.9686224
936,Warri,27.7443962,98.6654381
937,Morrisville,36.865827,116.231416
938,Latina,23.624973,116.768541
939,,9.623809,123.821694
940,Sheep Mountain,35.1002148,-89.8500299
941,Honiara,32.463219,-116.827715
942,Pucon,48.777799,1.9639754
943,Banjarmasin-Borneo Island,40.1082397,44.0206741
944,Kangirsuk,37.6214616,140.4902763
945,Inuvik,50.69625,17.38516
946,High Prairie,51.9696042,18.7966596
947,Andavadoaka,-34.7133717,-58.7231685
948,Janesville,-7.9035359,-78.5646656
949,,14.5089177,6.7654595
950,,-7.4551089,109.2786926
951,Mong Tong,9.2185369,41.1023814
952,Dulkaninna,35.963912,105.729085
953,Johnston Atoll,45.536587,19.150386
954,Fort Benning(Columbus),31.8948117,117.3279441
955,Aldan,7.7521794,123.1436468
956,Omitama,59.1499143,9.6586061
957,Maubeuge/Élesmes,22.6085156,113.1882767
958,Grimsby,48.33633,40.29588
959,Key Largo,39.2923338,-9.1684401
960,Clarinda,64.8734795,20.3845205
961,Cacoal,50.3257904,19.0018119
962,Abbeville,52.0296117,5.1841395
963,Saint Anne,30.0118752,-95.4463322
964,Bella Bella,49.62406,20.94789
965,Manaus,63.75059,-68.51449
966,Parachinar,51.5969624,54.1584621
967,Kanabea,28.074649,119.141473
968,Kushiro,40.6954986,-8.4593865
969,Banjarmasin-Borneo Island,56.4245513,12.869882
970,Colombo,43.5007512,45.081605
971,Sabadell,39.7794767,-86.1700894
972,Éléonore Mine,38.95389,127.89167
973,Liberal,44.255137,5.262028
974,Trieste,-8.6764828,-35.5821519
975,Concord,52.2346447,10.5665003
976,Plattsburgh,53.1762084,-105.7514651
977,Manville,-8.8479584,121.6468481
978,,63.8205484,20.3036711
979,Hayden,12.0036455,107.6876481
980,Balsas,1.7685873,114.8567482
981,Sogndal,-8.189193,113.6740257
982,Cabo Frio,30.7366196,130.9913218
983,Kugluktuk,38.8959734,22.4349003
984,Malay,52.8522051,23.0334561
985,Sydney,56.5005833,39.6794042
986,Philadelphia,55.5099217,86.1521385
987,Wajima,27.320917,111.458656
988,Playón Chico,-8.557437,114.0369075
989,Cafunfo,30.638674,119.680353
990,Donaueschingen,45.3982443,16.8946158
991,Bonn,-34.8352742,138.596204
992,Ghardaïa,40.3472281,19.982437
993,Guadalajara,48.7700185,2.3508225
994,Jackson,38.9622585,-9.3855536
995,Eliye Springs,36.1505981,-95.78793
996,,6.848589,101.4112049
997,Wotje Atoll,38.34,-85.7
998,Waala,57.7050333,11.9551054
999,Playa Grande,14.5638721,121.0327599
1000,Yakima,-7.5180957,108.6442835
